Search,ID,Name,City,RoomAndPropertyType,RoomType,RoomTypeCategory,SpaceType,Link,Nightly Cost,Total Cost,BathroomLabel,Bathrooms,BedLabel,BedroomLabel,Bedrooms,Beds,ApproxLat,ApproxLong,Lockbox,Heating,Air Conditioning,Free Parking on Premises,Free Street Parking,Wireless Internet
Melbourne City,8894468,2BR APT #Perfect Location# & CityView,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/8894468?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,153.00,755.94,1 bath,1.000000,4 beds,2 bedrooms,2,4,-37.809570,144.963300,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,10125065,Breathtaking Views Apt In Melb CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/10125065?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.00,736.53,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.818367,144.955429,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,2243932,City Room with your own bathroom!,Melbourne,Private room in apartment,Private room,private_room,Private room,https://www.airbnb.com.au/rooms/2243932?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,75.00,359.70,1 private bath,1.000000,1 bed,1 bedroom,1,1,-37.812610,144.954320,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Melbourne City,9049524,5 stars luxury Melbourne CBD  Apt,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/9049524?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,134.00,679.44,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.814404,144.957520,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,18721221,"Free WiFi+Five Star ""Little Swiss Room"" in Mel CBD",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/18721221?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,126.25,662.30,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.810410,144.958430,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,18385179,Melbourne CBD Chic New York Style Loft with Free Parking,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/18385179?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,204.00,1022.01,1 bath,1.000000,2 beds,2 bedrooms,2,2,-37.808128,144.961823,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Melbourne City,8513168,The skyhigh studio in Melbourne CBD + fireworks,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/8513168?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,109.00,542.41,1 bath,1.000000,2 beds,Studio,0,2,-37.815369,144.952682,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,3566505,Bright Apartment  in Prime Location,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/3566505?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,129.00,640.61,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.810030,144.967820,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,16357437,Park & Sunrise Views - same floor as Rooftop Pool!,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/16357437?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,119.00,599.50,1 bath,1.000000,1 bed,Studio,0,1,-37.813950,144.952072,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Melbourne City,6021753,Urban Studio in Melbourne CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/6021753?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,121.50,633.76,1 bath,1.000000,2 beds,Studio,0,2,-37.816060,144.952140,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,5307603,Homely on Spencer in Melbourne CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/5307603?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,131.50,679.44,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.814920,144.953880,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,5952338,Luxury views 1BD apt Heart of Melb,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/5952338?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,159.00,800.47,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.815735,144.952911,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,12419310,Comfy Studio Apartment in the CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/12419310?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,110.00,536.69,1 bath,1.000000,1 bed,Studio,0,1,-37.809260,144.957730,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,16296765,2 Bedroom modern apartment in CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/16296765?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,154.00,743.38,1 bath,1.000000,2 beds,2 bedrooms,2,2,-37.809628,144.959610,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,7426490,Spacious Warehouse Apartment on Flinders Lane.,Melbourne,Private room in loft,Private room,private_room,Private room,https://www.airbnb.com.au/rooms/7426490?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,90.00,445.34,1 private bath,1.000000,1 bed,1 bedroom,1,1,-37.816105,144.968323,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Melbourne City,19103787,180° The best of Melbourne city & Sea view,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/19103787?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,171.00,821.94,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.811220,144.961440,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,18297562,"COZY CBD Apartment, STUNNING VIEWS + FREE PARKING",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/18297562?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,156.50,805.05,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.815582,144.953079,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Melbourne City,13585021,"Central CBD Studio!Furnished,free tram, opp skybus",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/13585021?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,147.50,673.72,1 bath,1.000000,2 beds,Studio,0,2,-37.815360,144.952270,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,3272235,Absolute Melbourne Center Apartment,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/3272235?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,88.75,451.06,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.811060,144.964550,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Melbourne City,21618507,Cozy Modern Apartment Melb City/ Vic Market,Melbourne,Entire condominium,Entire home/apt,entire_home,Entire condominium,https://www.airbnb.com.au/rooms/21618507?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,114.50,522.99,1 bath,1.000000,1 bed,Studio,0,1,-37.805700,144.959170,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,13627321,"Sunny, Modern Apartment with Cityscape Views",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/13627321?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,261.50,1262.94,1 bath,1.000000,2 beds,2 bedrooms,2,2,-37.818359,144.955368,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Melbourne City,21270374,Delux Skyhigh2bedder heart of CBD*WiFi*Free Parkin,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/21270374?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,164.00,827.88,1 bath,1.000000,2 beds,2 bedrooms,2,2,-37.807270,144.960300,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Melbourne City,19755790,Central of Melbourne-Gym+SwimmingPool+SmartTV,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/19755790?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.00,741.09,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.814423,144.957565,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,12455122,CBD Located & On Top of Collins,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/12455122?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,114.00,572.09,1.5 baths,1.500000,2 beds,1 bedroom,1,2,-37.818130,144.956360,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,21515837,Spacious Immaculate studio Next to Vic Market,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/21515837?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,120.00,548.11,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.803560,144.959420,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,16056538,☼ England style studio in Mel CBD ☼,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/16056538?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,117.50,536.69,1 bath,1.000000,1 bed,Studio,0,1,-37.816410,144.953610,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,20644073,12*1Br1Bth*Honey Macaroons*Mel Cen CBD*Free tram,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/20644073?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,149.00,754.80,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.809200,144.960480,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,17950323,Central Parkside Studio in a Heritage Gem,Carlton,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/17950323?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.50,715.97,1 bath,1.000000,2 beds,Studio,0,2,-37.806370,144.969080,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Melbourne City,19792278,Cozy Minimalist Private Bedroom close to Skybus,Melbourne,Private room in apartment,Private room,private_room,Private room,https://www.airbnb.com.au/rooms/19792278?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,73.00,350.56,1 shared bath,1.000000,1 bed,1 bedroom,1,1,-37.816029,144.953552,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Melbourne City,15151844,"50+Level,180°Melb CBD View, 2BD2Bath Topfloor Apt",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/15151844?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,188.50,958.05,2 baths,2.000000,0 beds,2 bedrooms,2,0,-37.814730,144.953830,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,5837562,"Amazing view!Melbourne City CBD! QV,Sleeps 4, Wifi",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/5837562?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,142.50,702.27,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.810104,144.966217,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,19460205,Boutique Apt in the Best spot of Melbourne,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/19460205?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.00,741.09,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.812737,144.969131,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,8561861,"Chic, Zen Apartment in Central Business District",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/8561861?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,200.00,1004.87,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.811450,144.960850,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,18349651,Room One Sunshine Apartment Locates at Melbourne Central,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/18349651?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,194.00,976.33,1 bath,1.000000,2 beds,2 bedrooms,2,2,-37.810707,144.960815,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,12512063,The Bayview 1 bd apt + fireworks in Melbourne CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/12512063?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,136.00,672.58,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.815674,144.952942,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,7017140,Deluxe Apartment With Terrific View,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/7017140?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,145.00,741.09,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.815578,144.952759,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,19256359,Modern Apt with Melbourne City Views& Free Wifi,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/19256359?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,105.50,527.56,1 bath,1.000000,2 beds,Studio,0,2,-37.811850,144.955450,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,14346448,Level 55 CBD 2bd apartment,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/14346448?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,127.50,639.46,1 bath,1.000000,2 beds,2 bedrooms,2,2,-37.808430,144.959490,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,17630759,CBD 1BR | MelbCentral | QV | Chinatown | FREEWIFI,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/17630759?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,146.00,735.39,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.809930,144.960520,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
Melbourne City,8999604,Sale On: 1BR CBD Central & Comfy Apt#Value Choice#,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/8999604?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,120.00,605.21,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.809840,144.963030,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,16758427,CBD 1BR |QV|MelCentral|State Library|China town,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/16758427?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,126.50,639.46,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.810219,144.966263,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,11927482,UrbanDelight in Melbourne CBD,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/11927482?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,131.50,690.86,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.816040,144.953940,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,15693885,Chic Paris End City Abode Above the Sheraton,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/15693885?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,156.50,777.64,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.812721,144.972626,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,15838655,The Rouge studio apartment in Melb CBD pool+ gym,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/15838655?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,104.00,519.57,1 bath,1.000000,2 beds,Studio,0,2,-37.815582,144.953079,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Melbourne City,20964134,Boutique Spacious City Apartment with Balcony,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/20964134?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,134.00,686.28,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.809700,144.958190,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,17292557,"See City Lights from a Towering, Modern Condo",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/17292557?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,158.75,799.33,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.810660,144.961130,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,12521333,A Cozy CBD Apt on Collins with a Stunning View,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/12521333?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,126.50,668.02,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.819150,144.955170,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,16045624,Urban Jungle in the Heart of Melbourne,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/16045624?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,219.00,1074.53,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.815582,144.953079,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,6125420,"Modern, Arty Apartment near Theatre District",Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/6125420?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,181.75,944.35,1 bath,1.000000,1 bed,1 bedroom,1,1,-37.810280,144.972480,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,21154059,Cherry's apartment - in the heart of Melbourne,Melbourne,Private room in apartment,Private room,private_room,Private room,https://www.airbnb.com.au/rooms/21154059?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,65.75,311.74,1 shared bath,1.000000,1 bed,1 bedroom,1,1,-37.811280,144.959210,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Melbourne City,13704905,Cozy & Comfy CBD Apartment in FREE Tram Zone,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/13704905?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,115.00,599.50,1 bath,1.000000,2 beds,Studio,0,2,-37.815582,144.953079,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,20595496,Cosy Melbourne Retreat - Walk to Everything!,Melbourne,Entire loft,Entire home/apt,entire_home,Entire loft,https://www.airbnb.com.au/rooms/20595496?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,99.00,497.86,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.813960,144.960190,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,10163574,The Balinese retreat Melbourne CBD- gym pool sauna,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/10163574?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,110.50,549.26,1 bath,1.000000,1 bed,Studio,0,1,-37.815353,144.952866,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Melbourne City,9223246,CBD Modern 1 BR #5minTo Everything# #Jan Special#,Melbourne,Entire apartment,Entire home/apt,entire_home,Entire apartment,https://www.airbnb.com.au/rooms/9223246?guests=1&adults=1&children=0&infants=0&check_in=2019-05-01&check_out=2019-05-05,118.50,598.36,1 bath,1.000000,2 beds,1 bedroom,1,2,-37.808160,144.963370,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
